#Date;Time;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Uac;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Uac;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Uac;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Udc1;Udc2;Uac;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Uac;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Uac;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Uac;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Udc1;Udc2;Uac;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Udc1;Udc2;Uac;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Udc1;Udc2;Temp;Uac;Idc1;Idc2;Iac
10.03.18;23:55:00;1;0;22399;0;0;0;0;0;0;0;0;0;2;0;21586;0;0;0;0;0;0;0;0;0;3;0;20786;0;0;0;0;0;0;0;0;0;4;0;27593;0;0;0;0;0;0;0;5;0;22603;0;0;0;0;0;0;0;0;0;6;0;21998;0;0;0;0;0;0;0;0;0;7;0;22222;0;0;0;0;0;0;0;0;0;8;0;32915;0;0;0;0;0;0;0;9;0;15587;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
10.03.18;23:50:00;1;0;22399;0;0;0;0;0;0;0;0;0;2;0;21586;0;0;0;0;0;0;0;0;0;3;0;20786;0;0;0;0;0;0;0;0;0;4;0;27593;0;0;0;0;0;0;0;5;0;22603;0;0;0;0;0;0;0;0;0;6;0;21998;0;0;0;0;0;0;0;0;0;7;0;22222;0;0;0;0;0;0;0;0;0;8;0;32915;0;0;0;0;0;0;0;9;0;15587;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
10.03.18;23:45:00;1;0;22399;0;0;0;0;0;0;0;0;0;2;0;21586;0;0;0;0;0;0;0;0;0;3;0;20786;0;0;0;0;0;0;0;0;0;4;0;27593;0;0;0;0;0;0;0;5;0;22603;0;0;0;0;0;0;0;0;0;6;0;21998;0;0;0;0;0;0;0;0;0;7;0;22222;0;0;0;0;0;0;0;0;0;8;0;32915;0;0;0;0;0;0;0;9;0;15587;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
10.03.18;23:40:00;1;0;22399;0;0;0;0;0;0;0;0;0;2;0;21586;0;0;0;0;0;0;0;0;0;3;0;20786;0;0;0;0;0;0;0;0;0;4;0;27593;0;0;0;0;0;0;0;5;0;22603;0;0;0;0;0;0;0;0;0;6;0;21998;0;0;0;0;0;0;0;0;0;7;0;22222;0;0;0;0;0;0;0;0;0;8;0;32915;0;0;0;0;0;0;0;9;0;15587;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
10.03.18;23:35:00;1;0;22399;0;0;0;0;0;0;0;0;0;2;0;21586;0;0;0;0;0;0;0;0;0;3;0;20786;0;0;0;0;0;0;0;0;0;4;0;27593;0;0;0;0;0;0;0;5;0;22603;0;0;0;0;0;0;0;0;0;6;0;21998;0;0;0;0;0;0;0;0;0;7;0;22222;0;0;0;0;0;0;0;0;0;8;0;32915;0;0;0;0;0;0;0;9;0;15587;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
10.03.18;23:30:00;1;0;22399;0;0;0;0;0;0;0;0;0;2;0;21586;0;0;0;0;0;0;0;0;0;3;0;20786;0;0;0;0;0;0;0;0;0;4;0;27593;0;0;0;0;0;0;0;5;0;22603;0;0;0;0;0;0;0;0;0;6;0;21998;0;0;0;0;0;0;0;0;0;7;0;22222;0;0;0;0;0;0;0;0;0;8;0;32915;0;0;0;0;0;0;0;9;0;15587;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
10.03.18;23:25:00;1;0;22399;0;0;0;0;0;0;0;0;0;2;0;21586;0;0;0;0;0;0;0;0;0;3;0;20786;0;0;0;0;0;0;0;0;0;4;0;27593;0;0;0;0;0;0;0;5;0;22603;0;0;0;0;0;0;0;0;0;6;0;21998;0;0;0;0;0;0;0;0;0;7;0;22222;0;0;0;0;0;0;0;0;0;8;0;32915;0;0;0;0;0;0;0;9;0;15587;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
10.03.18;23:20:00;1;0;22399;0;0;0;0;0;0;0;0;0;2;0;21586;0;0;0;0;0;0;0;0;0;3;0;20786;0;0;0;0;0;0;0;0;0;4;0;27593;0;0;0;0;0;0;0;5;0;22603;0;0;0;0;0;0;0;0;0;6;0;21998;0;0;0;0;0;0;0;0;0;7;0;22222;0;0;0;0;0;0;0;0;0;8;0;32915;0;0;0;0;0;0;0;9;0;15587;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
10.03.18;23:15:00;1;0;22399;0;0;0;0;0;0;0;0;0;2;0;21586;0;0;0;0;0;0;0;0;0;3;0;20786;0;0;0;0;0;0;0;0;0;4;0;27593;0;0;0;0;0;0;0;5;0;22603;0;0;0;0;0;0;0;0;0;6;0;21998;0;0;0;0;0;0;0;0;0;7;0;22222;0;0;0;0;0;0;0;0;0;8;0;32915;0;0;0;0;0;0;0;9;0;15587;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
10.03.18;23:10:00;1;0;22399;0;0;0;0;0;0;0;0;0;2;0;21586;0;0;0;0;0;0;0;0;0;3;0;20786;0;0;0;0;0;0;0;0;0;4;0;27593;0;0;0;0;0;0;0;5;0;22603;0;0;0;0;0;0;0;0;0;6;0;21998;0;0;0;0;0;0;0;0;0;7;0;22222;0;0;0;0;0;0;0;0;0;8;0;32915;0;0;0;0;0;0;0;9;0;15587;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
